Gene1,Gene2,Label
NIPAL4,TBX1,0
DPT,MTMR11,0
BAIAP3,PAPPA,0
MLC1,GJB3,0
COX7A1,DDIT4L,0
TNS1,DEFB1,0
SNAI2,SLC26A6,0
ACSL4,TSPAN2,0
FAM46B,C19orf48,0
KCNQ5,SIX1,0
PDK4,UCHL1,0
APOC1,CEL,0
SLC8A2,MAL,0
PABPC1L2B,FAT4,0
PIP5K1B,PABPC4L,0
ACE,ACOX2,0
NPR2,NAALADL1,0
GLIS1,ITGAX,0
STOM,KRT6A,0
PYGM,SLITRK6,0
PAGE4,BAIAP3,0
CAMK1G,PLBD1,0
NTN1,CDK18,0
C7orf31,MCOLN2,0
LRRC26,FUT2,0
SPAG5,ACTG2,0
INMT,SLC2A5,0
EFS,KCNK3,0
LIMS2,MCOLN2,0
TSPAN2,PTH1R,0
PARM1,ST8SIA1,0
SLC2A9,ANP32E,0
HAGHL,SIX1,0
NEXN,FAM176A,0
ELAVL2,TK1,0
GSTM5,HS3ST4,0
EFNB1,PLA2G4D,0
TRIM58,CLSTN2,0
FADS2,FOXP2,0
CENPM,PRDM5,0
FREM2,KCTD14,0
HSPB6,ST6GALNAC2,0
PLEKHG3,WIF1,0
LPAR1,CKMT2,0
ADAM28,C7orf31,0
CAMK1G,TACC1,0
SLC25A27,MUC4,0
C2orf43,GCOM1,0
FREM2,BICD1,0
SLC2A4,B4GALNT4,0
HOXA7,HRNBP3,0
GSTM4,FEZ1,0
ACSM1,IQCA1,0
C8orf84,CLDN8,0
TRIP13,LYPD6B,0
EDAR,GLI3,0
SEMG2,APOC1,0
RASL11B,ARMCX1,0
AOC3,ITGA8,0
GPR160,C11orf45,0
IER3,SP5,0
MBOAT2,ACTG2,0
MYOCD,CHST9,0
SCARA3,DKK1,0
EFS,TMEM52,0
ZNHIT2,SIX1,0
MYOT,KLK4,0
SH3BGR,OAT,0
RAC3,EDA2R,0
KCNQ4,TPX2,0
MYL9,TIMP4,0
DUSP19,PLN,0
COL10A1,ALDH3B2,0
DPYS,P2RX2,0
EPCAM,UCHL1,0
LY6K,SIX2,0
SLC8A2,KRT16,0
TDRD1,CHRNA2,0
HUNK,SPEG,0
SH3RF1,HPSE2,0
PENK,MEX3A,0
CLCA2,SPON1,0
C16orf45,TWIST2,0
RHPN1,TSPAN1,0
APOBEC3F,PRDM11,0
LMO3,PRICKLE2,0
ACTA1,TRERF1,0
GALNT5,ZGLP1,0
ITGA9,MUC6,0
TSLP,FHL2,0
PRICKLE1,TPM2,0
ARHGEF19,CASKIN1,0
TNFRSF10D,FZD8,0
HOXD10,NCCRP1,0
LRRK2,GPR39,0
ROBO1,TSPAN18,0
C16orf89,MYH6,0
TROAP,VSIG2,0
CSTA,SOX8,0
SCHIP1,FXYD6,0
LRRC4,ADCY5,0
RRM2,PDGFC,0
RERG,CEL,0
SEMA3A,INPP5D,0
LRMP,MBNL3,0
NKAIN1,PCSK6,0
TMEM37,KCTD17,0
GDPD1,PCDH7,0
PTGS1,DAB1,0
ENPP6,ACTG2,0
KRT15,KCNC2,0
GPR160,SLFN12,0
ACSM1,MLC1,0
TRO,PHLDA1,0
C2orf43,S100A8,0
CST2,DMKN,0
OTX1,PTPRT,0
SERPINF2,KIAA1324,0
SLC8A2,RPE65,0
ANXA8,SEMA3E,0
ZGLP1,IGF2BP2,0
KCNMA1,C3orf70,0
NGFR,ACOT11,0
CFD,ABCC8,0
ARC,KANK4,0
CXCL9,CRYAB,0
TLCD1,WISP2,0
ROR2,COL2A1,0
SLC16A5,HRNBP3,0
ADH1B,ANXA1,0
EHD2,IL6ST,0
RTN4RL2,FGFR2,0
RTN4RL2,SRL,0
TRIP6,APLN,0
PRKG2,DUSP2,0
CHD5,AKR1C2,0
TIMP3,RSPO3,0
TROAP,ATCAY,0
P2RX5,CAMK2N2,0
ITPRIPL1,NCRNA00087,0
NPR2,GJA1,0
PPARGC1A,PPAPDC3,0
CA3,B3GNT9,0
NCS1,ZDHHC15,0
NEFH,ITGA8,0
CPNE5,TRIM58,0
IL1RN,OSTalpha,0
GPM6A,CLIP3,0
C2orf43,GNG11,0
LRRC56,C10orf116,0
RHBDL3,CLDN8,0
KANK4,PLCL1,0
CTF1,STX19,0
NIPAL4,EMP3,0
GPLD1,ITGA9,0
SP6,MEIS2,0
ST6GALNAC2,CDKL1,0
C7orf51,ADPRHL1,0
PDE2A,ACTG2,0
SNAI2,CXCL17,0
GATA5,KIAA1210,0
KRT15,OR51E1,0
PRKG2,DPYS,0
LGI3,ODZ2,0
DES,NTF3,0
HOXA7,ANXA1,0
PAQR6,PTPLA,0
TUBB4,TLR3,0
MYBL2,SPINK5,0
MR1,EPHB1,0
LYPD6B,PDE6B,0
ACSM1,APLN,0
PTH1R,METTL7A,0
CLIP4,CDK5R1,0
RRAS,CCDC68,0
TBC1D1,SDPR,0
PRRG4,BDNF,0
PNCK,TMEM100,0
C7orf51,TK1,0
DAAM2,FGFR2,0
LARGE,ACTG2,0
DES,ABP1,0
KRT13,ARC,0
CHI3L1,SPATA18,0
PCP4,WISP2,0
FREM2,MXRA7,0
OLFML2A,LRRN3,0
NCCRP1,C7orf46,0
SPATA6,C14orf159,0
CCDC108,PTGS2,0
UNC5A,CDCA8,0
P2RX1,PROM1,0
C10orf116,ANXA1,0
KLK12,KCNK3,0
C1orf51,FHOD3,0
UCHL1,C10orf72,0
NPR2,BDNF,0
NAALADL1,POF1B,0
ANO7,RAPGEFL1,0
FAM46A,TUBB3,0
PDE3B,NRXN3,0
DNAH5,DUSP2,0
FUT2,KCNAB1,0
FOXF1,KCNG3,0
DCAF12L2,LHX6,0
TMEM108,REEP1,0
DKK1,BICD1,0
MLF1IP,SOX5,0
CDCA5,ATG9B,0
POU2AF1,TRPV4,0
TRIM36,C13orf38,0
TGM4,FOXD1,0
SLC15A1,APOC1,0
FOLH1,CXCL11,0
PARM1,SLITRK6,0
ZNF454,PPYR1,0
FREM2,FLNC,0
CHP2,PNCK,0
PMP2,ENPP6,0
KRT16,GGT6,0
WNT2,FAM176A,0
CD207,ARHGEF38,0
HOXA7,TMEFF2,0
SV2B,SGCE,0
KCTD14,UNC5C,0
C2orf40,ZNF154,0
FOXQ1,TMEM35,0
MAP1A,INPP5D,0
DDIT4L,RIMS3,0
CCDC60,MMP9,0
CHDH,CGREF1,0
ERN2,GSTA1,0
KCNH2,DLK2,0
ITGA9,GAL,0
CASKIN1,DPT,0
DLX2,SGCA,0
PODXL2,MYOF,0
FAM46A,ABCG2,0
GALNT7,EFCAB4A,0
STOM,SAMD12,0
RAB17,HOMER2,0
KRT19,CD207,0
SCUBE1,RUNX1T1,0
LRCH2,C9orf125,0
CYP3A5,MSLN,0
ACTA2,MSLN,0
RNF128,CDC42EP3,0
FOSB,PPARGC1A,0
MESP1,APOBEC3C,0
MCAM,KCNS1,0
CNR1,S100A2,0
ZFPM2,SPON1,0
TMEM132A,PSCA,0
C1orf183,FAM107A,0
ADAM28,BDH2,0
SLC2A9,HSPA4L,0
SERPINF1,FAM46A,0
TCEAL2,NR4A3,0
RND3,C4orf49,0
NRP2,IQSEC3,0
RNF152,TGFB1I1,0
ANO1,NACAD,0
TMEM154,C1orf190,0
SYNM,HIST3H2A,0
APOBEC3C,ID3,0
GAS1,BMP5,0
ITGB6,UCHL1,0
STEAP4,PLA2G2A,0
DUOX1,CHGB,0
APOF,SHISA9,0
FAT2,ISM2,0
FAT2,GPR133,0
CCL21,STARD8,0
ST6GALNAC2,MMP9,0
IRAK3,PALM2AKAP2,0
VGLL1,DBNDD2,0
SLC1A3,KIAA1210,0
ZNF750,GFRA3,0
CSRP1,CCDC64,0
DSC3,ANP32E,0
FAM162B,LCN2,0
CLIC6,PTGS2,0
FAT2,COX7A1,0
LRRC17,LRP1B,0
HUNK,CHRDL1,0
B3GNT8,NCRNA00087,0
GPM6A,PAQR6,0
CCND2,HOMER2,0
CBS,C4A,0
KCNIP3,FAM162B,0
CREB3L4,SLCO3A1,0
PTGES,RAPGEFL1,0
GJC1,TPM2,0
TCF7L1,CCDC3,0
EDNRB,FAM107A,0
DUOXA1,ARHGAP22,0
GPX7,RND3,0
EDAR,RBMS3,0
TNS4,CCNJL,0
MYOT,TSHZ2,0
EPHA2,CPAMD8,0
DOK7,PPP2R2B,0
ITGA9,PRDM5,0
CCDC80,SPON2,0
FGF2,C15orf59,0
SNAI2,CRTAC1,0
JAZF1,FAM162B,0
RASL12,CD177,0
DBNDD2,SEMA5A,0
BUB1B,GATM,0
CHI3L1,KCNH2,0
ANGPTL4,ZP3,0
TCEAL2,FAM176A,0
ONECUT2,KCNC2,0
ADAMTSL3,CAMK1D,0
KIRREL,HOXD13,0
SPATA6,LPHN3,0
CACNA2D3,NHSL2,0
HOXD10,SKA3,0
CYP26B1,MYOZ1,0
KIT,ADRB1,0
TROAP,RND2,0
NHS,CPXM1,0
FMN2,C12orf34,0
LYVE1,BDH2,0
RNF128,STEAP4,0
GPM6A,PNMAL2,0
RAC3,APOF,0
DUOXA1,PAQR8,0
AHR,MYRIP,0
SPOCK3,KIAA1644,0
TDRD6,RAB40A,0
SPTBN2,GPR109B,0
MRGPRF,PKIB,0
GSTA1,ST8SIA1,0
BVES,HBB,0
CYP27A1,ASPHD1,0
PRKG2,FRMD3,0
HSPB6,SIX2,0
MAL,EVC2,0
PLS3,AMOT,0
RAB17,PRTFDC1,0
PCDHB8,POPDC2,0
TSPAN18,PLCD3,0
PAQR7,PDE6B,0
ST6GALNAC2,PHYHIPL,0
CYP26B1,NAALAD2,0
TNFRSF10C,LRRN3,0
STX19,PHF21B,0
MACC1,RIMKLA,0
CXCL6,KCNJ15,0
DYNC1I1,TACR2,0
NTN1,PREX2,0
PCSK2,SERTAD4,0
FAM111B,SV2B,0
TRO,LDB3,0
S100A6,DKK1,0
PCSK2,GPX8,0
CTNND2,KLF5,0
GPLD1,KCNJ3,0
FMN2,BEND5,0
CHRNA2,ZNF655,0
RHPN1,HIF3A,0
KLHL14,B3GAT1,0
ARHGEF19,SERPINB1,0
CXCL6,VSTM2L,0
TIMP4,HSD17B13,0
VSIG2,KIRREL,0
D4S234E,SEMA3E,0
LCN2,MYBPC1,0
HSD11B1,TNIK,0
LONRF3,NKX3-1,0
SEMA5A,FOXP2,0
PLSCR4,CDKL1,0
BCHE,F10,0
PRSS16,TRPM2,0
DNAJB4,RNF180,0
NEXN,ETNK2,0
PODXL2,PARM1,0
CHTF18,PCSK2,0
RNF152,C15orf41,0
SERTAD4,KY,0
CELSR3,TPM2,0
APOBEC3D,CSPG5,0
KRT13,SPATA6,0
ISYNA1,TMEM158,0
TSHZ2,HBB,0
GLYATL1,RPL22L1,0
GPX7,SLC2A5,0
HSPB8,TSPAN2,0
SPATA18,IL6ST,0
LIPG,TMEM178,0
SOSTDC1,GPX8,0
FAM65B,PRODH,0
CHI3L1,FOXD1,0
ERN2,TSLP,0
PPARGC1A,C16orf59,0
EFHC2,KCNJ5,0
SH3PXD2B,TSLP,0
CPNE5,UHRF1,0
ENPP6,TMEM139,0
ITGA9,PRTFDC1,0
KCNG3,TBX4,0
CASQ2,EPHB1,0
LRMP,B3GAT1,0
ALDH1L2,NRG2,0
EFEMP2,SLC14A1,0
DDIT4L,RARG,0
TNFRSF10D,ME1,0
HOXD11,EMP3,0
HPN,GLIS1,0
ELAVL2,AMACR,0
SCGB3A1,SNPH,0
MCOLN2,HSPB7,0
FADS2,SV2A,0
REEP1,PLCL1,0
MSI1,SCRN1,0
TMEM132A,MBNL2,0
CHD5,PDE5A,0
MPP6,ATOH8,0
TUBA4A,TPM2,0
EPCAM,C16orf89,0
KRT16,CALD1,0
TFCP2L1,GAL,0
SCUBE3,NTF3,0
MAML2,HSPB7,0
GAL,ITIH5,0
B3GNT8,KLF5,0
DUSP4,ANXA6,0
HAPLN2,HRASLS5,0
TMEFF2,TMEM100,0
SERPINF2,EYA4,0
HUNK,HES4,0
MAPK8IP2,PLN,0
GPRC5B,LCN2,0
LRRK2,CD200,0
MYRIP,CLDN3,0
RAB17,UBXN10,0
CCND2,ZDHHC11,0
HS3ST4,HSF4,0
DUOX1,RRM2,0
RGS7BP,OLFML2A,0
RRM2,PENK,0
ZNF804A,ELF4,0
CES1,VILL,0
NCAPG,LGALS3BP,0
SOSTDC1,PCDHGA9,0
PYGL,STARD4,0
SOX15,OGN,0
KIAA1614,LAMB3,0
DNAJC15,TGFB1I1,0
FOLR1,KANK2,0
MAPK8IP2,SEPT3,0
ACSL4,CLDN3,0
SNPH,KCNJ15,0
ARHGAP23,BICD1,0
PABPC1L,CALD1,0
SLC34A2,GJC1,0
FOLH1,TRERF1,0
OLFML2A,C12orf34,0
ASPN,KIF26B,0
PMEPA1,MYOF,0
HIST1H2AE,FBXL2,0
CACNA1D,PDGFD,0
NIPAL4,ENTPD5,0
KLK12,SLC4A4,0
DDR2,MXRA7,0
TMSB15A,TMTC4,0
TRO,NHS,0
IQGAP3,ARHGAP22,0
FEV,COLEC12,0
CFL2,TRIM6,0
SLC8A2,CENPN,0
CCDC108,RIMS4,0
COL10A1,LCN2,0
LYVE1,DBNDD1,0
ATP6V1B1,IQCA1,0
MLF1IP,ABCG2,0
KCNE3,RBM38,0
TFCP2L1,KANK4,0
FMN2,NRP2,0
C1orf51,ZNF486,0
S1PR5,IGSF1,0
ID1,ABCG2,0
XK,MYH3,0
BATF,CDCA3,0
TRO,G0S2,0
NCS1,WFDC2,0
LIX1,REEP2,0
SH3RF1,CDC42EP3,0
GPRC5B,GEFT,0
TMEM132A,CPB1,0
GPLD1,REC8,0
KRT14,COL21A1,0
ITGB8,S100A6,0
PAGE4,CHD5,0
KRT5,VSIG2,0
C15orf59,ARHGAP23,0
DLX2,EFEMP2,0
ATP2B4,ZNF185,0
PAK7,BRSK2,0
LRP4,MME,0
CAP2,QPRT,0
CES1,DBNDD1,0
SEMG1,ABO,0
BHMT2,RASSF5,0
HOXD11,SLFN13,0
HLF,PI16,0
FOXF1,EVX1,0
PSCA,SLC2A5,0
PDE2A,EYA4,0
KCNK3,OR51E2,0
B3GNT8,GPR172B,0
HPSE2,MEX3A,0
GPM6B,ATP1B1,0
RAB40A,ASAM,0
PAK7,HOXD13,0
GLDN,WISP2,0
CYP26B1,NGFR,0
PTGS2,EPHA5,0
F12,RAB3B,0
AKR1C2,NEFL,0
PHYHD1,RARG,0
ETV5,NOS1,0
CLEC3B,SPDEF,0
NKAIN1,LAMB3,0
TRIP6,GJB3,0
FOSB,S100B,0
VSNL1,PGF,0
NRG2,CAMK1D,0
MBNL2,NECAB1,0
JPH2,ZBTB7C,0
S100A9,NDP,0
TLCD1,CCDC40,0
P2RX5,KIFC1,0
PHLDA1,EYA1,0
QRICH2,C10orf72,0
FUT3,ATCAY,0
C1orf51,C7orf46,0
GDF15,PNMA2,0
CCDC110,NIPAL4,0
ACSL4,FAM162B,0
CCDC108,KLHL13,0
PRDM16,RGN,0
ACOT11,SCN7A,0
KCNE3,B3GNT3,0
IGF2BP2,ALDH3B2,0
SLC4A4,BDNF,0
CCDC64,TMEM100,0
KSR1,NRXN3,0
FAM65B,C11orf45,0
TSHZ2,RBMS3,0
FGF7,GPR126,0
TFCP2L1,PLA1A,0
SERPINA5,SSTR2,0
CFD,ACTG2,0
CD38,AFAP1L2,0
APOE,ACSL4,0
LRIG1,STARD8,0
SBK1,SEMG2,0
DPYS,FAM19A2,0
HPX,APLN,0
B3GALT2,OAT,0
THSD7B,PROM1,0
ZGLP1,CNTN1,0
CKMT2,LSAMP,0
SAMD12,KY,0
PDGFD,THSD7B,0
MST4,EFHC2,0
PRKG2,WFDC1,0
GPM6A,HS3ST3A1,0
FREM2,COL9A2,0
GLYATL1,MAMDC2,0
MPP6,TRPM4,0
MYLK,RGS22,0
PARM1,DOK4,0
GPM6A,S100A14,0
CHTF18,NUSAP1,0
SLC2A9,WNT2B,0
TRIM22,ODZ2,0
CPB1,UHRF1,0
MLF1IP,LGR6,0
MCOLN2,PARM1,0
PTP4A3,DOK4,0
SSTR1,SLMAP,0
CHI3L1,ATP2B4,0
PDE6B,ZNF154,0
CHTF18,EPHA5,0
S100B,GJB3,0
GPR39,ITGB1BP2,0
CPNE7,TGM4,0
CFD,GRIA3,0
SERPINF2,GCNT1,0
ZNF750,SNPH,0
C1orf190,PNMAL2,0
CPNE5,KIF2C,0
KCTD17,IQCA1,0
LONRF3,SLC16A5,0
P2RX1,ALOX15,0
ZAK,LHX6,0
C5orf34,LAYN,0
FHOD3,ARHGAP22,0
PLCL1,CNTN1,0
SEC23A,GPR133,0
ACSM1,SPEG,0
COL21A1,STARD8,0
PRRG4,TWIST2,0
FGF7,POU2AF1,0
NRG1,ACSF2,0
ATP1A2,C19orf48,0
SSTR1,PALM2AKAP2,0
PPP1R14B,EFNA5,0
SORBS1,PADI2,0
ENTPD3,EFHA2,0
PTP4A3,NUSAP1,0
RASGRF2,EFCAB4A,0
SLC1A3,TMEM108,0
TSPAN2,KIFC1,0
PRSS12,UBE2QL1,0
RTN1,CAND2,0
CTF1,PTPRT,0
CLIC6,FLNA,0
NPR2,ANXA8L2,0
MAML2,CXorf57,0
CA12,ITGB1BP2,0
FLRT3,MYOM1,0
S100A6,ANKRD43,0
MASP1,EMP3,0
NEFH,ATF3,0
TSPAN1,DIXDC1,0
ID4,PCDHGA9,0
APOBEC3F,TMEM40,0
HSD17B13,PKIB,0
SORCS1,KCNJ15,0
PLBD1,HRH2,0
CYP2J2,ZAK,0
GEFT,D4S234E,0
COMP,PCDHB8,0
PADI2,FOXP2,0
KCNJ5,NHSL2,0
NGFR,SH3BGR,0
HR,RGS11,0
SCARA3,MRVI1,0
JUB,NRXN3,0
PGM5,ANXA8,0
AGMAT,NOS1,0
C7orf31,ST6GAL2,0
CENPF,SFRP4,0
SLC26A6,SORCS2,0
CA12,MXRA7,0
SNAI2,EVX1,0
MRGPRF,IQCA1,0
HSD17B13,SPTBN2,0
RBP1,NECAB1,0
PLEKHG3,WNT2,0
HES6,LYPD6B,0
TNS4,TMEM139,0
SORBS1,SGCB,0
AGR3,ELAVL2,0
COL23A1,PAQR8,0
P2RX5,FAM65B,0
BIRC5,MUC6,0
HBA1,GLYATL1,0
KCNMB1,ASCL2,0
SIX2,GRIN3A,0
USP2,LRRC17,0
FOSL1,TNFRSF10C,0
GLIS3,APBA2,0
LTF,THBS4,0
FASN,SCN5A,0
RBPMS2,LONRF3,0
CDH23,SERPINB11,0
SPAG5,GGT6,0
TSHZ3,OR51E2,0
TG,FOLH1,0
TSPAN2,MEX3A,0
GPRIN1,PMEPA1,0
CKM,ATAD3C,0
KIAA1377,AKR1B1,0
STEAP1B,CDCA3,0
FMO2,MSH5,0
KIRREL,UNC5C,0
ISL1,PLA2G4D,0
TNS4,ST5,0
MLC1,C6orf174,0
CCDC8,LAMB3,0
HS3ST4,SFRP4,0
RCAN2,QPRT,0
SEC23A,TRPC1,0
KLHL14,EPHA5,0
FAT4,C11orf45,0
NEFH,KCNJ15,0
PTTG1,GPX8,0
UCHL1,FHIT,0
ARHGEF19,BDH2,0
TMEM132A,BEX1,0
LIMS2,AHNAK2,0
KCNMB1,ADAMTSL3,0
ETNK2,DTNA,0
MBOAT2,ADRA2B,0
DDIT4,FOXD1,0
C18orf34,DTNA,0
TSHZ3,GLDN,0
SLC1A3,SPATA18,0
FAT3,ABCG2,0
BDNF,MEIS2,0
RASGRF2,STAC2,0
SHISA9,C11orf45,0
BDH2,GIPC2,0
FREM2,SH3PXD2B,0
EMILIN3,VWCE,0
SORCS1,MLF1IP,0
ITGB4,HSD11B1,0
EPHA5,SERPINB11,0
SLPI,GPR161,0
KCNH8,C15orf41,0
CKMT2,GNAZ,0
IFI27L2,C1orf175,0
PNMT,ANXA8,0
THBS4,S100A2,0
KLHL14,PLEKHA2,0
GALNT6,KLF5,0
APOBEC3G,GTSE1,0
KRT23,RND2,0
ARC,C1orf183,0
IP6K3,CYP4B1,0
FAM111B,RIMKLA,0
EID3,C1orf64,0
ISX,EYA1,0
CDH2,CPLX1,0
SEMG1,CHST3,0
KCNG1,BMPER,0
TACR2,PTCHD1,0
TLR2,SLCO3A1,0
TDRD1,BVES,0
GNAL,C1orf190,0
SPAG5,PTP4A3,0
AMPH,C14orf132,0
PLEKHH2,SCNN1A,0
FADS2,FXYD6,0
TSHZ3,ASPM,0
POU2AF1,FXYD6,0
PRSS12,FCER1A,0
PRODH,NEURL3,0
SAMD5,INPP1,0
GATM,FCGBP,0
ALDH2,RAB17,0
KATNAL1,PARM1,0
HIST4H4,LRCH2,0
ITPR1,STAC2,0
MYOT,TDRD1,0
DZIP1,CENPN,0
PMP2,TRPC6,0
ACTC1,CCDC3,0
GAS1,ADRB1,0
CA3,NAGS,0
RNF157,PDE4A,0
PRAC,GPR109A,0
KCNQ4,PRKG1,0
FGF7,C11orf93,0
PAQR5,EYA1,0
IL6ST,ATCAY,0
S100A9,MYH6,0
EPB41L3,ZGLP1,0
FEV,NEXN,0
ABP1,NDRG2,0
LUZP2,ASAM,0
COL2A1,KCNS1,0
CYP24A1,TACC1,0
TRPM8,PRICKLE2,0
YPEL1,GPR124,0
MYOZ1,PTGDS,0
AKR1C2,SDC1,0
P2RX1,SEMA3A,0
LRRIQ1,C11orf70,0
GSTM4,EPHA5,0
C16orf59,SV2B,0
GPLD1,ENO2,0
ESPL1,NYNRIN,0
CEACAM6,ADPRHL1,0
LASS1,CLIP3,0
SAMD12,SLPI,0
EFCAB1,C3orf54,0
PAPPA,DNAH8,0
PPYR1,FGFR2,0
NUP210,GATM,0
PRRG4,FOXF1,0
CDKL1,ABP1,0
CAV1,LAYN,0
ITGB8,ASPN,0
WIF1,CALML3,0
LAMB3,CLDN3,0
PLBD1,SSTR2,0
FLNC,RAPGEFL1,0
ITGA5,SHISA9,0
LGALS3BP,CDHR1,0
SLC26A1,ARMCX1,0
SPATA6,PIK3R1,0
SLC8A2,CDHR1,0
CPLX1,PLEKHA2,0
PCDHB2,PRSS16,0
FOLR1,LRRC26,0
MELK,BMP5,0
PHYHIP,LRMP,0
INMT,REEP1,0
CTTNBP2,ADRA1D,0
HPSE2,KANK4,0
NTRK2,FAT4,0
LYVE1,RAB40A,0
COLEC12,VWA5A,0
PPYR1,SYT7,0
MST4,C4A,0
MYBL2,FAM46B,0
TNFRSF10D,FABP3,0
TLCD1,IGF2,0
MRGPRF,HJURP,0
CFD,CCDC40,0
CHRFAM7A,VTCN1,0
CASQ1,MBNL3,0
MMP16,CHST9,0
ATOH8,KANK2,0
PCDH10,DOCK3,0
CKM,LRRC2,0
PTGER3,STARD8,0
SYCE1L,SPTLC3,0
PLK1,FRMD3,0
DNER,PAQR8,0
TBC1D1,P2RY2,0
SGCA,TINAGL1,0
FAM167A,PRR16,0
SORCS1,HOXB3,0
PLEKHH2,TSLP,0
KRT14,ESPL1,0
PLA2G4D,CEP55,0
DNASE2B,UNC5C,0
ETS2,KCNAB1,0
ADRA2A,GPRC5B,0
ADAMTS5,FGFR2,0
IRAK3,LRRK2,0
PTGS2,DTNA,0
CHRDL1,REC8,0
C5orf34,CCDC108,0
PAQR6,STEAP2,0
NELL2,DKK3,0
SLC38A4,LMOD1,0
NAGS,EDNRA,0
ASF1B,KCNC2,0
CPNE5,HAGHL,0
C1orf190,PDLIM5,0
G0S2,KLF5,0
DUSP19,TNFRSF10C,0
SCNN1A,NDRG2,0
SLC6A11,ADRB1,0
POU2F3,PRKCA,0
ENTPD5,RSPO3,0
EFNA5,C7orf46,0
GPR75,QPRT,0
SOSTDC1,UBE2QL1,0
ARL4D,GATA3,0
TSPAN2,COL13A1,0
KCNIP3,EPHB1,0
OTX1,KIAA1324,0
C16orf45,KCNJ8,0
L1CAM,ANO4,0
SERPINA11,TK1,0
RARG,RAB34,0
ATF3,ITIH5,0
TMC5,CCBE1,0
PCDH20,SRD5A2,0
AMACR,PDZRN4,0
SIX2,HES4,0
TSLP,BDNF,0
POPDC2,KCTD17,0
DOK7,C2orf88,0
CASQ2,BCHE,0
SORBS1,CLDN8,0
TMEFF2,METTL7A,0
IP6K3,DNAH8,0
BIRC5,NRG2,0
FAM111B,TRERF1,0
BRSK2,INPP5D,0
SORCS1,ANP32E,0
SGCB,HES4,0
PTGIS,GIPC2,0
LGALS3BP,ST5,0
MPP6,CLEC3B,0
CFD,NUDT8,0
TFCP2L1,AMT,0
TGM4,DNER,0
CELSR3,PTCHD2,0
PAQR6,ENO2,0
SNAP25,SCRG1,0
AFAP1L2,ASCL2,0
FABP5,ANKRD35,0
PTPRT,PNMAL2,0
COL27A1,BEND5,0
ALDH1A3,LRRC26,0
ZSCAN20,PTTG1,0
RASGRF2,BMP2,0
CDKN2A,LMO3,0
EPCAM,HSD17B13,0
SCUBE1,KCNJ8,0
TMSB15A,DAAM2,0
LRRC2,FAM92A1,0
RNF165,PRR7,0
ITGA2,DNAH8,0
STARD4,ACSL4,0
CREB3L4,PLP1,0
MBOAT2,GMDS,0
PRSS21,PCDHB2,0
EDIL3,MCOLN2,0
ARHGEF19,DLX1,0
DDIT4L,HOXD13,0
CENPM,MCAM,0
PPP1R14B,SLC16A4,0
ELAVL2,KLF8,0
EFHC2,CPAMD8,0
LGALS3BP,RBP4,0
PRSS12,KIF2C,0
ACTA2,SCARA5,0
CASKIN1,MUC4,0
C16orf45,PRIMA1,0
DMD,KCTD17,0
ZNF750,ITGB3,0
GDF15,UCHL1,0
SLC15A1,PCYT1B,0
NEXN,MSH5,0
ANXA2,GPR124,0
SYT9,RND3,0
SPATA18,PLA2G4A,0
CTF1,FAM83B,0
NRG2,STEAP1B,0
TSHZ3,KLF5,0
HPX,S100A14,0
TRIP6,FGFRL1,0
GPR126,DNAJB4,0
C16orf74,PCYT1B,0
NKX3-1,IL17RE,0
GPR124,EFCAB4A,0
FOSB,LRRC56,0
ZNF711,CPAMD8,0
LHX6,PLP1,0
LIMS2,TMC5,0
PTGIS,SDK1,0
HIST1H2BG,RAP1GAP,0
GPM6A,RPRM,0
CKM,MASP1,0
PLN,ENO2,0
FOSL1,QPRT,0
ARHGAP20,LONRF3,0
DNER,GRIA3,0
PLD1,KRT15,0
CSPG5,CAND2,0
GATM,SMTN,0
TIMP3,PKIB,0
BIK,TMEM45B,0
NTN4,PITPNM3,0
PLLP,P2RX5,0
CPNE5,PENK,0
PABPC1L,NFATC2,0
RARG,PLEKHA2,0
B3GALT2,EDNRB,0
DSC3,TMEM35,0
FABP5,MUC15,0
PLAC9,ID3,0
RBPMS,KIAA0408,0
FAM65B,KRT19,0
SCN2B,UCHL1,0
CKM,PODXL2,0
CHP2,SYT9,0
HOXD11,TMPRSS4,0
PGM5,ACTG2,0
CELSR3,C2orf88,0
ASPN,SHISA9,0
TRIB1,HOXB3,0
POF1B,NUDT8,0
PLS3,CXCL9,0
SLC34A2,LPP,0
DBNDD2,UBXN10,0
RERG,TPM2,0
STEAP1,C15orf59,0
AGR3,CXCL9,0
EHD2,FLJ10357,0
DNASE2B,PDGFC,0
ENPP6,TMEM184A,0
ISL1,RBM38,0
SLC27A2,RNF157,0
SCN2B,GPX8,0
CYP26B1,NRXN1,0
PRDM8,FRMD6,0
LRIG1,CDK18,0
SOSTDC1,MMP9,0
GNG11,PAK7,0
CDKN2A,KCNS1,0
DPYS,CA14,0
TRPM4,WIF1,0
ALDH1A2,DNASE2B,0
SLC14A1,HOXC4,0
C16orf59,ROBO2,0
OSTalpha,PALM3,0
ASF1B,DEFB132,0
TGFBR3,NAV2,0
FUT3,KCNQ5,0
UBXN10,GCNT1,0
CTHRC1,PAQR6,0
PLP2,ACSF2,0
TIMP4,ST5,0
TOP2A,TMEM100,0
FAM46A,CXCL9,0
INMT,IL17RE,0
ASPH,CCDC40,0
RARG,KCNS1,0
ARHGAP20,P2RY11,0
